Description,Site Location,Contact Telephone,Contact URL,Contact Email,Location,Department,Service Level
WATER CIRCULATOR,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
TECAN INFINITE M200,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
SCANWELL 28379 BAKE,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
LEICA 94760633 FIXED,St Andrews,441334 461851,http://medicine.st-andrews.ac.uk/,medicine@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Medical School,
GE HEALTHCARE 191132,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
YEP042 FIELD EMISSIO,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Jencons 5061689761 S,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Q TRAP MASS SPECTROM,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
"""PT M06 141 110, Mas",St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
"""Shimadzu HPLC Syste",St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
AKTAPURIFIER BMS1419,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
AKTAPURIFIER BMS1428,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
AKTAPURIFIER BMS1419,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
LEED PACKAGE PHA9972,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
MASS SPEC,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Scanwell STM control,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
research funded acce,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
research funded crys,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Inv 1859 -PHOTON-,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
INV-001662 Brandel H,St Andrews,441334 462157,https://www.st-andrews.ac.uk/psychology/,psych@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Psychology,
IJD500333 Land Rover,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
48445 Computer Nodes,St Andrews,441334 463744,https://www.st-andrews.ac.uk/maths/,maths@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Maths/Creem,
All at a total Packa,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Inv0178540 Hasselbla,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
6353 Cluster node pr,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
397646/0379017 Spect,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
60435Optical gradien,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Laserhead TEC,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
52680 Rigaku,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
INV24138 Laser head,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
D9_12110514 Inorgani,St Andrews,441334 462894,https://www.st-andrews.ac.uk/gsd/,gsd@st-andrews.ac.uk ,https://en.wikipedia.org/wiki/St_Andrews,Geography ,
GVRG033275 Modular g,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
9115021580 Prolab sy,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
1922987 RI Laptop,St Andrews,441334 461851,http://medicine.st-andrews.ac.uk/,medicine@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Medical School,
252027 SPECTRAMAX,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
1271949 Fixed Angle,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
8105 Cobra Plus Non-,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
5845 Basic 7T mini C,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
1028 Incucyte Zoom ,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
29181 Transystems Da,St Andrews,441334 462894,https://www.st-andrews.ac.uk/gsd/,gsd@st-andrews.ac.uk ,https://en.wikipedia.org/wiki/St_Andrews,Geography ,
1922987 RI Laptop,St Andrews,441334 461851,http://medicine.st-andrews.ac.uk/,medicine@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Medical School,
5140243322 Host Micr,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
24525610 Guava Equip,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Illuminia Mi Seq Seq,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
04319 Recycling Prep,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
50173 Blade Componen,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
11206 Seal Scarer,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
YEP173 P10 Capital A,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Power Amplifier P/N,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Hyperflux U1-100012-,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
1100 Degasser Quat P,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
250 Headmounted vide,St Andrews,441334 463253,https://www.cs.st-andrews.ac.uk,admin-cs@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Computer Science,
Spatial Light Modula,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Leica Microscope,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Leica MZ10 F Microsc,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
YEP173 Rigaku Materi,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Bio-Rad Fraction Col,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Bio-Rad Fraction Col,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Infinity 1260 HPLC w,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Isotherman Titration,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
SciMed Fixed Head St,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Top Stage Incubator,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
FACSscan Becton Dick,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
FACSscan Becton Dick,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Digital Oscilloscope,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Nikon Microscope Inc,St Andrews,441334 462894,https://www.st-andrews.ac.uk/gsd/,gsd@st-andrews.ac.uk ,https://en.wikipedia.org/wiki/St_Andrews,Geography ,
Tritech MicroINJECTO,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
P11 AKTA Pure Packag,St Andrews,441334 461851,http://medicine.st-andrews.ac.uk/,medicine@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Medical School,
Automatic Force Micr,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
NIL System,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
PI Mars Nano Positio,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
PI Mars Nano Positio,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Digital Micromirror,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Ultrafast LaserNOPAS,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Bench Top Centrifuge,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Microwave Synthesize,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
AKTA Pure Package GE,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Flash Chromatography,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Confocal Microscope,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Sm - FF Microscope X,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Avanti JXN-26 High,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
YEP164 CCD Spectrogr,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Streak Camera Hamama,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
PCR Genotyping Digit,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
High-sensitivity Pro,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Bruker NMR Spectrome,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Bruker NMR Spectrome,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Electron Monochromat,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Raith Electron Beam,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Fluorescent Microsco,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
LIbrary SafePod,St Andrews,441334 462894,https://www.st-andrews.ac.uk/gsd/,gsd@st-andrews.ac.uk ,https://en.wikipedia.org/wiki/St_Andrews,Geography ,
Double low-gamma pro,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
1.9mm triple probe -,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Capacitor feedback S,St Andrews,441334 461851,http://medicine.st-andrews.ac.uk/,medicine@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Medical School,
SCIOS equipment capi,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Thermo Fisher Neptun,St Andrews,441334 463940,https://earthsci.st-andrews.ac.uk/,earthsci@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Earth Sciences,
SX20 Double Mixing S,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Ti-Sapphire Laser Tu,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Octopus Compuscope,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
HCL Evaporator,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Thermo Fisher Orbitr,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Organic Evaporation,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Evaporator System -,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
P12 Laser Fluorescen,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
MicroCal Equipment,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
RXOPTICS-022-2015-11,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
GoidSeal Processing,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Spectropolarimeter,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Multi Sensor Camera,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Add the Elect,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Addition from suspen,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Add from suspense LC,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Add to FA from suspe,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Add ITO Sputter XEPE,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Femtosecond Laser Sy,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Imaging Camera P11 A,St Andrews,441334 462157,https://www.st-andrews.ac.uk/psychology/,psych@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Psychology,
HPCF GRANT,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Inv 34761,St Andrews,441334 462894,https://www.st-andrews.ac.uk/gsd/,gsd@st-andrews.ac.uk ,https://en.wikipedia.org/wiki/St_Andrews,Geography ,
Nanosecond OPO Syste,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Shimadzu Prominence,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
VW Transporter Van S,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Dual Chamber Reactiv,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
HCL Evaporator 10793,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Dehumidifier for Pur,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Spectrograph Shamroc,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Quasi-CW Laser Syste,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
OLED Lifetime Test S,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Partical Analyser Ma,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
YEP251 Arbitrary Wav,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
NMR Console YEP251,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
TGA 2 Thermal Analys,St Andrews,441334 462894,https://www.st-andrews.ac.uk/gsd/,gsd@st-andrews.ac.uk ,https://en.wikipedia.org/wiki/St_Andrews,Geography ,
Glovebox with gas pu,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Battery Testing Syst,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
XERC14 Organic Evapo,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
XERC14 Fetosecond La,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
XEU068 Digital Ocsil,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
XEU068 Octopus 16 Ch,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
XEU067 Microwave Syn,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Laser PL2210A-1k-TH,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Shimadzu Nexera UHPL,St Andrews,441334 463940,https://earthsci.st-andrews.ac.uk/,earthsci@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Earth Sciences,
Nikon Microscope,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Andor EMCCD Camera O,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Andor EMCCD Camera O,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Bruker Cryogen-free,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
STM Control Electron,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
STM Control Electron,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Transport Measuremen,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Brite 24 Skull Cap,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Cryogenics Cryostat,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
